Feature,Scores
5509,0.171283346
143,0.171272675
2510,0.171237694
256,0.171183587
2068,0.171179275
9004,0.171079236
2923,0.171033226
4809,0.171002431
6465,0.170943561
8278,0.170853546
7032,0.170841543
6864,0.170786121
3466,0.170688844
39,0.17066151
7367,0.170617854
2629,0.170567122
157,0.170564127
6729,0.170556901
7661,0.170555209
6936,0.170527273
7058,0.170476031
0,0.170468503
5392,0.170439577
139,0.170374691
2195,0.170352723
3388,0.170337886
9619,0.170323786
6680,0.170274856
9981,0.170263909
6968,0.170197367
9397,0.170186698
2596,0.170147914
8730,0.170113874
5494,0.170020036
6923,0.169845641
6407,0.169819149
2399,0.169803325
158,0.169786278
9912,0.169721677
2990,0.169686407
190,0.169634479
2623,0.169607301
9909,0.169384449
2592,0.169340643
7238,0.169189168
1766,0.16915845
7376,0.169129563
6430,0.169098384
3476,0.168988554
9194,0.168951202
2071,0.168820151
350,0.168787409
7818,0.168753923
3225,0.168638904
8217,0.168596003
1904,0.16851913
8493,0.168476502
2894,0.168456964
9294,0.168435422
4790,0.16821458
2626,0.168182401
6681,0.168151071
6893,0.168095925
8608,0.16803736
7118,0.167815947
2074,0.167764415
1997,0.167755219
654,0.167709518
7443,0.16765642
9310,0.167627923
7918,0.16759539
9807,0.167493463
1767,0.167473606
5592,0.167431071
6981,0.167415235
7177,0.16725933
6635,0.167226977
2670,0.167137904
453,0.167122626
4763,0.167077635
9918,0.167045909
2677,0.167036034
6931,0.167026675
2971,0.16701336
442,0.166972176
3077,0.166939896
5232,0.166926972
6632,0.166896969
9910,0.166878742
346,0.166866627
3125,0.166802334
445,0.166776132
7977,0.166760532
3274,0.166747471
6736,0.166744897
2146,0.166666547
9821,0.16663803
7080,0.166609607
7181,0.166525961
8416,0.166519179
7607,0.166498395
4609,0.16647626
2826,0.166473432
8894,0.166445038
156,0.166330342
9710,0.166295276
7077,0.166234556
6691,0.166227798
3870,0.166226777
5565,0.166214964
863,0.16621348
6534,0.166184636
258,0.166038366
215,0.165862098
7242,0.165849893
3589,0.16584156
9405,0.165831564
2627,0.165646618
8209,0.165615433
8518,0.165569467
1771,0.165495545
140,0.165406088
7325,0.165255525
6842,0.165255398
7269,0.165188761
3025,0.16517916
2523,0.165082526
6708,0.16503403
6440,0.165021527
90,0.164828841
316,0.164822343
2669,0.164782955
4961,0.164782748
7807,0.164724236
3910,0.164640651
1729,0.164576252
2672,0.164424628
2349,0.164358972
5563,0.164311516
1870,0.16425386
7121,0.164176995
7361,0.164098135
7580,0.164098015
7983,0.163985349
1762,0.163965774
7719,0.163945544
2076,0.163926456
555,0.163912351
7860,0.163731213
3565,0.163665159
6061,0.163638261
7558,0.163568152
2976,0.163545592
6636,0.163465604
1768,0.163449301
7834,0.163431
2728,0.163312731
9403,0.163291503
6092,0.163276705
8808,0.163216073
9313,0.163206951
7510,0.163152811
6530,0.163149672
6533,0.163037987
2098,0.162973677
7265,0.162895464
1668,0.162774369
7167,0.162766383
2594,0.162754835
1401,0.162742545
6836,0.16268613
1872,0.162661341
3390,0.16263647
9917,0.162615577
6739,0.162604444
7460,0.16259893
4190,0.162579918
9111,0.162508399
2825,0.162498774
2271,0.162474062
7141,0.162473155
4509,0.162374089
5564,0.162254923
7027,0.162148198
1973,0.16213496
3377,0.162108547
2054,0.162102437
6565,0.162083455
7623,0.16206411
2007,0.161869808
9898,0.16185114
1703,0.161786328
7342,0.161765387
6263,0.161748417
1864,0.161746854
8695,0.161722406
2269,0.161692192
7527,0.16168059
2369,0.16166648
1833,0.161648785
2226,0.161640562
2469,0.161630681
6437,0.161622775
6561,0.161588744
1966,0.161430215
2410,0.161402043
2546,0.161391259
2394,0.161350966
3738,0.161319276
7108,0.161305764
6878,0.161258073
1498,0.161206068
652,0.161166347
4361,0.161113054
11,0.161110635
2978,0.16106831
8294,0.161061311
2823,0.161017122
6935,0.160850236
7170,0.160766989
2197,0.160760154
8607,0.160634364
358,0.160591946
12,0.160575678
2390,0.160574524
2849,0.160564921
3521,0.16050269
2276,0.160469156
5891,0.160440707
9413,0.160363593
7280,0.160201046
357,0.160177497
9595,0.160165868
6662,0.160158121
1597,0.160153657
958,0.160109558
4069,0.160105787
2750,0.16009888
8394,0.160087972
6928,0.160065521
6978,0.160057599
208,0.160037914
7476,0.159998846
7478,0.159935987
2827,0.159882252
7320,0.159862333
1967,0.159802506
3669,0.159754042
1798,0.159747922
2970,0.159718008
7281,0.159658996
6825,0.159636096
2170,0.159560756
7122,0.159529205
8579,0.159511816
7125,0.159444643
8692,0.159442967
3770,0.159434932
1299,0.159434049
7218,0.159310131
8464,0.15927524
8019,0.159272798
4410,0.159258772
7641,0.159205532
6625,0.159193547
1902,0.158985929
1465,0.158921137
6938,0.158918324
7894,0.158897561
458,0.158873335
9911,0.158814415
9408,0.158749947
7083,0.158741531
5059,0.158691081
3563,0.158665354
513,0.158655478
261,0.158629596
7358,0.15859769
7133,0.158594377
3534,0.158555673
3890,0.158518284
6592,0.158483207
2792,0.158444044
3490,0.15843183
3665,0.158409755
3267,0.158389629
6920,0.158360486
7741,0.158162123
2166,0.158062192
1571,0.157998546
1772,0.157955924
6829,0.157906462
9814,0.157900772
9007,0.157866362
2177,0.15782678
9513,0.157786232
2723,0.157766916
1702,0.15771584
5709,0.157698792
7240,0.15768293
2323,0.15767169
1567,0.157664114
552,0.157604918
159,0.157538949
2878,0.157505494
9615,0.157455185
7307,0.157444728
7061,0.157414784
9410,0.157380778
7861,0.157297563
2075,0.157262625
1927,0.157235356
5660,0.157201327
3889,0.157195813
3322,0.157166508
1888,0.157110275
6621,0.157094608
2771,0.157077228
1664,0.157071487
3163,0.157069501
714,0.157042089
7560,0.157041472
6959,0.157022135
3172,0.156978866
3165,0.156961538
7542,0.156920946
7921,0.156914077
2009,0.156891809
7284,0.156891329
3690,0.156879406
6525,0.156862743
1556,0.156845351
6830,0.156840231
2494,0.156816441
7520,0.156749721
6934,0.156584284
120,0.1564942
1903,0.156481113
161,0.156450174
484,0.156442164
6925,0.156425775
3968,0.156404703
9921,0.156386867
9404,0.156347106
2006,0.156343227
3611,0.156307393
1044,0.156285753
9406,0.156244746
2070,0.156204978
137,0.15617344
7041,0.156150244
3879,0.156144435
7024,0.156124827
4657,0.15609772
5209,0.156071023
2168,0.156049589
4661,0.155998513
7375,0.155965424
6335,0.15590126
6540,0.155798037
6974,0.15579662
2471,0.155745624
4110,0.15574504
2194,0.1556869
2429,0.155663851
8293,0.155606248
9120,0.155546155
2872,0.155535021
2577,0.155491181
2025,0.155460626
2144,0.155454858
454,0.155440578
7073,0.155423947
142,0.155420689
6965,0.155406148
2046,0.15534692
2097,0.155319289
210,0.155293171
7267,0.15523086
2192,0.155224018
7135,0.155222001
1873,0.155204954
6008,0.155168757
7463,0.155137768
6333,0.155063891
7025,0.154991577
6536,0.154981851
3122,0.154922099
6726,0.154919602
1457,0.154917924
6607,0.154833507
6428,0.154811572
3477,0.154789442
7576,0.154744031
2710,0.154704781
7028,0.154643018
9307,0.154599958
6543,0.154523046
9796,0.154480118
9809,0.154404613
4909,0.154330584
1342,0.154316982
9012,0.15422126
4760,0.154219075
5961,0.154192838
182,0.15412582
1454,0.154117939
2964,0.154036383
2008,0.153969962
8707,0.153945876
7518,0.153921318
7082,0.153918064
73,0.153814212
753,0.153804519
9813,0.153770647
342,0.153768626
8081,0.153735592
3312,0.153721733
6059,0.153720778
9606,0.15370974
7,0.153700521
1358,0.153696311
1965,0.153685171
116,0.153630942
1648,0.153613568
2377,0.153609212
441,0.15359088
6942,0.153564836
7733,0.153530577
1755,0.15351294
269,0.15345807
9306,0.153426772
4557,0.153403221
7630,0.153391548
2371,0.153385072
3666,0.153331026
7681,0.153296855
387,0.153260016
444,0.153248194
2396,0.153245355
4409,0.15321731
7370,0.153173843
1808,0.153051118
2492,0.153036835
2725,0.153013254
6982,0.153010067
6539,0.153004832
7129,0.15300313
4010,0.15294887
2230,0.1529471
3024,0.152941063
3488,0.152904087
9391,0.152899333
9915,0.152893219
1727,0.152878717
7059,0.15283614
13,0.152768653
4460,0.152755038
414,0.152712088
9208,0.152664981
5362,0.152660522
1996,0.152609772
5831,0.152599173
3189,0.152590427
1456,0.15257538
3335,0.152574223
6667,0.152550016
7235,0.152476201
708,0.152465034
6268,0.152441101
2131,0.152364065
9610,0.152350275
9927,0.152267159
5763,0.152220799
1671,0.152200707
9812,0.152162504
948,0.152146381
16,0.152068838
6828,0.152038864
6532,0.152026397
6692,0.151957006
5408,0.151937869
7776,0.151934273
2026,0.151925236
7308,0.151904299
186,0.15189778
1662,0.151894974
1851,0.151855098
3064,0.151704343
1460,0.151675409
8793,0.151667358
1834,0.151645233
7583,0.151643818
2524,0.151642247
1458,0.151632931
7978,0.151594582
7471,0.151524346
7707,0.151491761
6678,0.151399771
7382,0.151377362
7065,0.15130041
6192,0.1512838
8018,0.151242977
7323,0.151238069
6793,0.151217138
9711,0.151216221
7722,0.151205405
455,0.15116446
5908,0.151084017
201,0.151080741
59,0.151041013
6433,0.151035501
259,0.150964897
6727,0.150963745
8379,0.150954963
613,0.150949853
8812,0.150938891
2250,0.150912109
8080,0.150837079
8093,0.150811056
7392,0.150800195
2045,0.150763088
108,0.150749765
4859,0.15071982
5762,0.150715681
4389,0.150709762
1801,0.150704505
7008,0.150693904
7023,0.150652229
7031,0.150644753
6963,0.150573328
8494,0.150551355
6781,0.150544212
7658,0.1505419
748,0.150468
5461,0.150394561
2126,0.150388587
2810,0.150370989
6240,0.15033075
8832,0.150326089
9223,0.150284139
3479,0.150246161
7126,0.150232412
8708,0.150156386
7680,0.150153437
7176,0.150143955
8530,0.150100044
7464,0.150080295
7566,0.150044933
3422,0.150001968
2391,0.149968343
7465,0.14991649
5292,0.14988992
510,0.149877159
8279,0.149875791
37,0.149866606
3524,0.149866175
3428,0.149838267
4759,0.149837605
3090,0.149818535
8194,0.149808589
6467,0.149786551
9494,0.149778508
2035,0.149708037
1559,0.149676848
9323,0.149672924
1706,0.149652192
1897,0.149645441
9086,0.149606237
5389,0.149603704
3221,0.149601705
9593,0.149596879
9093,0.149596277
9394,0.149574313
9409,0.149529984
6779,0.149494939
7578,0.149470578
545,0.149434907
2625,0.149416082
7163,0.149415173
6434,0.149407886
9015,0.149292545
6537,0.149236142
5308,0.14922483
6466,0.149224149
3475,0.149132093
2488,0.149128299
3621,0.149105915
4049,0.149089257
2449,0.149087848
856,0.149080963
6859,0.149041247
4453,0.148973198
2295,0.148945556
6531,0.148920614
275,0.148917368
15,0.148875824
1665,0.14885539
8123,0.148814261
5289,0.14877349
7625,0.1486529
7992,0.148639486
164,0.148585569
2870,0.148570685
9819,0.148542276
1854,0.148424868
7422,0.148353321
9210,0.148309173
3568,0.148258764
2455,0.148253987
5560,0.148234948
2770,0.148168349
1503,0.14815423
7222,0.148125816
3074,0.148078518
2027,0.148051521
4710,0.148034288
8479,0.147998758
5932,0.147997466
3333,0.147974726
141,0.14796091
7459,0.147953476
4910,0.147886233
1907,0.147875569
3089,0.147872998
7784,0.147862283
6724,0.147827355
6659,0.147723804
8207,0.147604313
6631,0.147595556
8445,0.147593921
7734,0.147547823
8307,0.147520401
2570,0.147458749
38,0.147371635
2244,0.147332771
8794,0.147296138
84,0.147249536
5967,0.147241521
466,0.147106765
6608,0.147084824
6562,0.147081509
214,0.147077627
7731,0.147058347
6232,0.14705042
2147,0.147038622
3010,0.147025207
2327,0.146988663
6634,0.146941561
550,0.146931823
9725,0.146922886
9624,0.146922344
5061,0.146920163
6529,0.146906714
9309,0.146893171
7893,0.146803322
8710,0.146794562
6725,0.146585598
2711,0.146574812
3670,0.146547747
440,0.146531598
1464,0.146479385
6780,0.146465951
5966,0.146436135
1699,0.1463344
6578,0.146324057
7541,0.146300775
9825,0.146289692
347,0.146282944
422,0.146258611
3427,0.146200766
318,0.146191014
9715,0.146129142
8934,0.14610782
1850,0.146073344
1672,0.146039033
9508,0.145922832
2348,0.145892446
6360,0.145891582
3175,0.145883481
6479,0.14585561
2427,0.145778065
9314,0.145755508
1773,0.145752499
6526,0.145688624
707,0.145634002
1803,0.14563121
3078,0.145542531
8280,0.145514557
2593,0.145491542
1143,0.145421455
7338,0.145397039
6065,0.145381533
355,0.145347568
5162,0.145343922
7659,0.145343907
6374,0.145325522
6929,0.145318378
2228,0.14531255
1057,0.145276301
7161,0.14526139
7409,0.145237397
7164,0.145225376
3088,0.14520817
9923,0.145166463
1176,0.145107326
3689,0.145094275
7793,0.145089236
5459,0.145084559
2366,0.145083834
7839,0.145022736
7132,0.145021341
9509,0.144960996
2345,0.144927447
6892,0.144921777
4510,0.144900696
2645,0.144886748
191,0.14488098
8580,0.144866694
1770,0.14484748
7081,0.144831741
3148,0.144821504
6180,0.144791315
6431,0.144768429
7019,0.144706149
183,0.144701459
6492,0.144682026
2610,0.144676691
377,0.144619881
2470,0.1445784
7407,0.144572778
4356,0.144541447
6244,0.14452162
5109,0.144509677
7629,0.144492345
1041,0.144488128
7330,0.144468721
7362,0.144463018
2678,0.144398546
7718,0.144363006
8221,0.144347009
3050,0.144313967
8408,0.144303451
2368,0.144271554
7466,0.144197277
92,0.144118011
2293,0.144115461
9009,0.144106852
6366,0.144079654
6843,0.144037456
9317,0.143948527
2926,0.143939389
2671,0.1439203
2888,0.143910392
3348,0.143825779
2121,0.143821336
7127,0.14378879
1056,0.143766827
6438,0.143765025
8107,0.14376307
117,0.143749573
5936,0.143735663
8907,0.14371403
3859,0.143665593
1797,0.143642675
9815,0.143640287
2969,0.143606035
514,0.143591311
1733,0.143527703
7258,0.143472063
88,0.143428772
6958,0.143407987
6262,0.143404095
7760,0.143380153
4466,0.143379641
2421,0.143375236
7565,0.143363756
8993,0.143320658
3369,0.143288427
6234,0.143214038
6627,0.143209051
648,0.143205303
615,0.1432043
2246,0.143186486
2727,0.143145348
7507,0.143126715
7263,0.143048548
2922,0.143033982
3469,0.143029002
9113,0.143009701
9982,0.142988134
8693,0.142982456
9312,0.142980154
3021,0.14295314
360,0.142913967
5991,0.142889978
5291,0.142855641
7171,0.142852272
7076,0.142850122
6641,0.142826507
8507,0.142818249
8709,0.142808332
3248,0.142772817
8216,0.142770559
8308,0.142756362
8635,0.142748475
6924,0.142737365
5260,0.142734478
3811,0.142667012
7241,0.142662338
2688,0.142658702
9383,0.142653211
300,0.142644867
9696,0.142606239
3374,0.1425983
8083,0.142597273
3437,0.142582907
5691,0.142576159
8481,0.142571199
9793,0.142544601
465,0.142541714
8680,0.142523695
2370,0.142504072
1443,0.142503159
7483,0.142484434
2952,0.142482924
7682,0.142475772
9991,0.142410874
9085,0.142407659
6066,0.142392148
5659,0.142347927
2378,0.142302378
7343,0.142264371
6877,0.142261396
7528,0.142252542
211,0.142241824
9028,0.142232566
760,0.142200018
7779,0.142137671
7160,0.142126314
322,0.142121485
184,0.142093338
9006,0.142055101
6265,0.142048657
4752,0.141970412
1952,0.141961853
7318,0.141952839
5492,0.141933743
5469,0.14191002
8079,0.141886457
4256,0.141840041
2333,0.141787639
2256,0.141787614
756,0.141783743
4890,0.141764646
9613,0.141761516
2268,0.141752269
80,0.141739626
7282,0.141731193
7468,0.141671845
4371,0.141631782
306,0.141593322
847,0.14159313
8679,0.141530734
656,0.141525121
6332,0.141515966
7481,0.141426557
2095,0.14141144
7631,0.141366237
7908,0.141349783
6723,0.141253569
6462,0.14119423
2104,0.141132239
2543,0.141121336
1360,0.141106361
5665,0.141056569
7640,0.141040425
65,0.140987199
1461,0.140907053
6392,0.140885681
6429,0.140871778
9586,0.140869603
2778,0.140811661
62,0.140796242
3072,0.140760159
3731,0.140754205
2101,0.140724338
6523,0.140724209
2571,0.140708844
4962,0.14070753
2299,0.140656207
7436,0.14065062
5465,0.140631104
6362,0.140630349
1964,0.140584719
1730,0.140579801
6962,0.140572743
7264,0.140571267
804,0.140549904
7419,0.140541234
852,0.140489548
6983,0.140456523
5809,0.140387816
5464,0.140384176
8121,0.140368226
1728,0.140367185
7735,0.140355632
5757,0.14032686
8110,0.140306701
8508,0.140295557
5261,0.140269188
7808,0.140264166
3169,0.140232615
1560,0.140232002
6628,0.140228734
1954,0.140200742
2330,0.140185297
543,0.140162591
1555,0.140149059
2326,0.14012942
5508,0.140118733
6832,0.140098878
7042,0.140090975
9834,0.140086265
452,0.140030064
7493,0.139985505
118,0.139948823
1666,0.139944371
8833,0.139934267
1932,0.139930787
1377,0.139895518
9859,0.139790567
7134,0.139747543
1500,0.139731209
1995,0.139712936
5667,0.13970744
3277,0.13966392
9913,0.139659177
3931,0.139633963
6626,0.139627801
6960,0.139585158
3371,0.139565081
7944,0.139495082
8778,0.139477216
544,0.139461501
1635,0.139421104
5263,0.139348518
7581,0.139337132
1829,0.139325986
7165,0.139304522
1697,0.139302775
7821,0.139272904
9987,0.139232858
6033,0.139182944
7060,0.139180525
83,0.139117888
443,0.139109333
7823,0.13910763
719,0.13908925
111,0.139084102
7219,0.138985755
1180,0.138963481
6743,0.138921679
7862,0.138909222
2525,0.138879591
9011,0.138874416
464,0.138859933
7781,0.138859634
7159,0.138849959
643,0.138802365
109,0.13879399
5632,0.138716207
1765,0.138697201
3164,0.138685049
6782,0.138682406
3965,0.138677537
7727,0.138659853
7822,0.138613115
8022,0.138612483
95,0.138610059
5342,0.138569079
1441,0.138548048
644,0.138534037
7022,0.138532136
1442,0.138509272
647,0.13846988
5960,0.138457429
7316,0.138447288
8807,0.138404262
4462,0.13840324
8537,0.13839576
6792,0.138352131
9713,0.138310517
5358,0.138298738
6538,0.138297945
9293,0.138268237
2527,0.138225052
8208,0.1382
7467,0.138194444
6064,0.138181192
6630,0.138162334
1669,0.138159851
6666,0.138159826
9393,0.138157119
1032,0.138154845
1742,0.138142386
7742,0.138142136
3677,0.138058876
2011,0.138014423
5262,0.137998677
1868,0.137917401
1735,0.137889835
7892,0.137854913
2199,0.137839159
9811,0.137838523
7637,0.137775536
1874,0.137773937
1909,0.137752722
5927,0.137731264
209,0.137730483
7909,0.137687008
7130,0.137653542
7030,0.137646654
4960,0.137643928
9828,0.137624034
1708,0.13761791
1123,0.137595481
3273,0.137592295
7592,0.137579274
2066,0.137574489
1769,0.137493305
9691,0.137479915
3523,0.137417413
3275,0.137414664
86,0.137388002
8813,0.137354307
2032,0.137332783
1564,0.137332715
7618,0.137322643
5662,0.13728555
6559,0.137186604
1848,0.137180479
3620,0.137173665
1261,0.13717081
8309,0.137155315
754,0.137153596
6820,0.137127332
6459,0.137120814
4862,0.137114343
203,0.137090966
4668,0.137059325
5427,0.137045443
6761,0.137043225
3268,0.137022284
2346,0.136999006
9687,0.136965592
385,0.13696396
4810,0.136906719
9392,0.136900307
9980,0.136894893
2828,0.136869598
6163,0.136825292
1993,0.136814418
3332,0.136814268
5760,0.136803984
1667,0.136801952
4459,0.136790233
3832,0.136771665
7179,0.136766096
4111,0.136760279
6822,0.136758095
6921,0.136754586
713,0.136695632
3672,0.136690727
106,0.136681971
5441,0.136667424
5865,0.136657694
6292,0.136656611
5451,0.136653041
6364,0.136622056
6241,0.136615527
5,0.136582408
3073,0.136541825
2354,0.136527318
5165,0.136498415
3852,0.13646946
7193,0.136453377
1021,0.13643982
752,0.136436265
1831,0.136428204
7365,0.136403252
8032,0.136343564
5309,0.136340871
3079,0.136331041
2344,0.136274885
7425,0.136271946
7123,0.136247673
9083,0.136217466
7180,0.136210861
2628,0.1362054
3976,0.136182967
1463,0.136171368
1875,0.136164094
7475,0.13614082
5728,0.136139365
200,0.136111699
260,0.136054484
6823,0.136050405
9783,0.135975919
4568,0.135975433
7124,0.135971521
5561,0.135946707
207,0.135921937
2989,0.13589043
7383,0.135878921
1763,0.135870179
6264,0.135866467
3750,0.135858583
2224,0.135811779
216,0.135783454
1308,0.135766204
3321,0.135746542
6464,0.13573374
3112,0.135722782
7227,0.135708686
641,0.13568194
2253,0.135668264
2729,0.135663875
813,0.135622718
7817,0.135605621
3463,0.135570318
9333,0.135561989
7182,0.135539515
3667,0.135531601
5609,0.135530752
650,0.13551844
340,0.135510494
3373,0.13550352
99,0.135481356
8591,0.13545604
7373,0.135449921
1367,0.135448372
6777,0.135445983
6866,0.135414956
6334,0.135408062
3576,0.135398916
359,0.135376885
9328,0.135374812
3888,0.135338865
6875,0.135337836
7018,0.135323909
2466,0.135320359
5158,0.135290288
6233,0.135278717
658,0.135269386
7092,0.135243986
5708,0.135227046
642,0.135198166
3637,0.13514038
9416,0.135130394
2630,0.135116405
115,0.135105099
2567,0.135087575
6524,0.135030635
4562,0.135028746
7337,0.134999553
8181,0.134989891
6378,0.134941972
187,0.134904312
657,0.134858923
5159,0.13484999
8909,0.134733495
35,0.134729481
78,0.134709541
6336,0.134695753
173,0.13464807
9286,0.134623663
479,0.134618823
66,0.134591246
9335,0.134588691
9332,0.134570208
9221,0.134567835
1561,0.134567113
459,0.134552302
8180,0.134546276
7979,0.134480693
94,0.134471703
1612,0.134439636
6191,0.134433854
1978,0.134403496
3823,0.134387334
319,0.134364377
9635,0.134301926
9820,0.134298122
8512,0.134226451
6090,0.134210568
6266,0.134203264
1709,0.134159226
6131,0.134152368
5463,0.134138086
9108,0.134126359
5489,0.134125933
2355,0.134037127
757,0.133975347
8727,0.133948496
9311,0.133945927
6031,0.133928122
2227,0.133917664
2053,0.133892681
7915,0.133866865
740,0.133835443
36,0.133827667
6030,0.133809995
6480,0.133802001
290,0.133799253
7259,0.133771357
7393,0.133764704
1759,0.133741768
6732,0.13373429
5852,0.133726972
7224,0.133705119
8681,0.133666088
7066,0.13363247
1731,0.133569673
1865,0.1335582
1369,0.133492031
7940,0.133485628
3037,0.133475915
6766,0.133470898
5768,0.133457962
7291,0.133433055
7643,0.133381812
9505,0.133372045
7917,0.133341266
8117,0.133331392
7882,0.133306577
7143,0.133304674
2744,0.133303739
5462,0.133262798
462,0.133259853
8809,0.133233856
2528,0.13322556
239,0.133205149
3363,0.133196616
9219,0.13316838
3954,0.133069182
7642,0.133066785
4651,0.133064432
6827,0.133061472
8885,0.133051829
9434,0.133033723
9283,0.132991698
7563,0.132991503
2208,0.13295472
4811,0.132949564
412,0.132942388
3752,0.13292132
515,0.132913434
6891,0.132904911
9213,0.132896179
7427,0.132890325
6682,0.132886615
6458,0.132871623
9428,0.132855151
7437,0.13282497
8916,0.132806576
3151,0.132791374
9578,0.132783275
616,0.132754162
1079,0.132741003
5863,0.132695169
8925,0.132672283
1538,0.132615342
8590,0.132542208
4559,0.132528034
6730,0.132526669
4966,0.132501637
986,0.132497685
6521,0.132491453
6189,0.132446798
1863,0.132399715
7557,0.132391823
5939,0.132367068
1926,0.132355148
4065,0.13235353
1598,0.132348804
7321,0.132331717
1774,0.132300584
9784,0.132261704
9974,0.132255276
4167,0.132240802
8480,0.132235769
33,0.132223388
7234,0.132211051
5090,0.132189983
7462,0.132162877
744,0.132140987
2211,0.132112536
2489,0.132108213
6063,0.13209803
4958,0.13209404
2569,0.132067254
2096,0.132025304
9385,0.13201796
5363,0.132007864
4358,0.131986948
8291,0.131981415
7524,0.131978894
8911,0.131978508
2065,0.131963563
6580,0.131958188
6765,0.131948359
614,0.131883334
7136,0.13188306
1356,0.131872223
7144,0.131866238
7139,0.131864486
114,0.131861353
783,0.131841096
8509,0.131828784
7231,0.131823492
2788,0.131793279
3572,0.131792708
9591,0.131790497
9511,0.13177957
3766,0.131736181
2309,0.131725078
1970,0.131695064
8578,0.131650121
9817,0.131649935
7980,0.131648314
9386,0.13164744
6638,0.131630168
4362,0.131627621
1658,0.131592821
3764,0.131585761
3012,0.131578459
1212,0.131574571
2145,0.131566877
5452,0.131560849
7721,0.13153396
3567,0.131529889
2111,0.131526757
7622,0.131523367
6032,0.131518166
2690,0.131491253
7140,0.131429473
6927,0.131427569
7225,0.13140336
8315,0.131372627
1670,0.13136734
2033,0.131363749
1805,0.131341349
3554,0.13128242
9216,0.131274413
9736,0.131241254
8524,0.131239738
8810,0.131228133
2329,0.131225643
1796,0.131208962
2551,0.131206744
9315,0.131141443
1157,0.131123385
416,0.131115509
2590,0.131079096
925,0.131065748
2724,0.131065581
8828,0.131044
5568,0.131007193
8980,0.130993147
3511,0.130984828
9727,0.130977525
5761,0.130975455
7521,0.130906819
9106,0.130851951
2925,0.130798834
9058,0.13079276
2526,0.130782891
9830,0.130722327
957,0.130711651
9712,0.130709189
8412,0.130705127
3468,0.130663058
506,0.130655758
7878,0.130645302
7517,0.1306236
6237,0.130590316
8581,0.130584941
1811,0.130563389
1594,0.130548724
8677,0.130548723
193,0.130518857
8632,0.130514915
5490,0.130511762
189,0.130494882
163,0.130478088
4369,0.130476777
8325,0.130455697
1040,0.130402931
9611,0.130394
1933,0.130385812
2392,0.130373696
8193,0.130372867
546,0.130359481
645,0.130358306
7764,0.130322912
6435,0.130287307
7575,0.130267477
5063,0.130256265
1570,0.130217216
8092,0.13021694
8514,0.130212689
6225,0.130211344
2490,0.130210444
5935,0.130174531
8717,0.130141832
339,0.130126508
6408,0.130094301
3178,0.130066004
8126,0.130056328
5265,0.130056274
7539,0.130024239
2093,0.129998459
362,0.129954641
7676,0.12994833
6439,0.129936827
7877,0.129935756
3878,0.129922975
341,0.129921025
4991,0.129908495
4359,0.129886444
3188,0.12987013
1604,0.129869027
2034,0.129867226
578,0.129860195
6587,0.129834151
8438,0.129803409
8410,0.129770377
6821,0.129749507
679,0.129745289
2691,0.129718975
361,0.129709311
3855,0.129683432
6161,0.129672743
7843,0.129668241
1651,0.129647942
9614,0.129644913
706,0.129627742
9528,0.129620014
4250,0.129599141
6943,0.129589498
7262,0.129549391
9684,0.129499205
8023,0.129390173
1836,0.129372347
6658,0.129370057
9520,0.12936953
6042,0.129350541
3525,0.129298864
814,0.129273311
240,0.129271269
6260,0.129251382
7538,0.12920084
7617,0.129189384
3265,0.129181195
1976,0.129169577
6783,0.129167845
2042,0.129144013
560,0.129121946
681,0.129022738
6966,0.129012989
8638,0.128994213
1757,0.128959344
1701,0.128953533
8241,0.128937777
5930,0.128926983
2491,0.128906218
2950,0.128896144
9126,0.128882001
2852,0.128875892
2125,0.128845748
6919,0.128837219
4643,0.128833637
7418,0.128816108
1300,0.128792878
6239,0.128779204
558,0.128704664
3979,0.128686884
4761,0.128659405
7519,0.128639561
7274,0.128629588
2222,0.128626926
2851,0.128620501
7420,0.128618602
6243,0.128613432
8682,0.128608037
1827,0.128589108
5052,0.128558601
8409,0.128550879
8012,0.128496834
3272,0.12845609
6080,0.128452903
2513,0.128423234
6868,0.128407885
1054,0.128406804
2521,0.12839974
213,0.128372713
105,0.128360011
1657,0.128323059
176,0.128321645
9512,0.128316535
1746,0.12831536
950,0.128277245
6665,0.128261769
8430,0.128250651
6991,0.128241347
7069,0.128227447
6325,0.128188346
573,0.128156824
662,0.128122632
1906,0.128109031
8478,0.128083174
221,0.128081245
4267,0.128057297
9818,0.128040512
8227,0.128033971
2411,0.128026503
1470,0.128022035
943,0.128013512
3226,0.127995104
7729,0.127975778
6808,0.127946566
6091,0.127927623
9526,0.127906535
61,0.127904586
2646,0.127891429
3367,0.127877306
7717,0.127855294
7879,0.127854963
8424,0.127844777
7178,0.127838051
5011,0.127836603
224,0.127831126
2591,0.127823162
8139,0.127821095
4350,0.127815587
8076,0.127806221
9008,0.127782395
404,0.12774456
1063,0.127738038
4089,0.127724614
1603,0.127674044
2530,0.127659647
1835,0.127645141
2189,0.127594747
7063,0.127564315
8257,0.127546312
9944,0.127536526
9709,0.127497515
6460,0.127485865
1003,0.127433676
3619,0.127426011
6977,0.127405255
3174,0.127348701
3676,0.127347894
7657,0.127316885
9211,0.127310638
6052,0.127294204
185,0.127289964
5827,0.127261253
4180,0.127259085
7473,0.12725243
9890,0.127243419
6258,0.127241077
6762,0.127224883
287,0.127214262
365,0.12721106
7529,0.127205504
